daisy-chain:        0.0142% 		 1 / 7042
prisoner:           0.0284% 		 2 / 7042
directed:           0.0284% 		 2 / 7042
signed:             0.0284% 		 2 / 7042
proves:             0.0284% 		 2 / 7042
returned:           0.0284% 		 2 / 7042
atom:               0.0284% 		 2 / 7042
wonderful:          0.0284% 		 2 / 7042
teacups:            0.0284% 		 2 / 7042
wonderland:         0.0284% 		 2 / 7042
bank:               0.0426% 		 3 / 7042
peeped:             0.0426% 		 3 / 7042
reading:            0.0426% 		 3 / 7042
dark:               0.0426% 		 3 / 7042
filled:             0.0426% 		 3 / 7042
stairs:             0.0426% 		 3 / 7042
miles:              0.0426% 		 3 / 7042
knowledge:          0.0426% 		 3 / 7042
grand:              0.0426% 		 3 / 7042
funny:              0.0426% 		 3 / 7042
listening:          0.0426% 		 3 / 7042
hope:               0.0426% 		 3 / 7042
bat:                0.0426% 		 3 / 7042
hurt:               0.0426% 		 3 / 7042
lost:               0.0426% 		 3 / 7042
whiskers:           0.0426% 		 3 / 7042
hanging:            0.0426% 		 3 / 7042
delight:            0.0426% 		 3 / 7042
telescope:          0.0426% 		 3 / 7042
out-of-the-way:     0.0426% 		 3 / 7042
impossible:         0.0426% 		 3 / 7042
hoping:             0.0426% 		 3 / 7042
rules:              0.0426% 		 3 / 7042
poison:             0.0426% 		 3 / 7042
finding:            0.0426% 		 3 / 7042
candle:             0.0426% 		 3 / 7042
decided:            0.0426% 		 3 / 7042
legs:               0.0426% 		 3 / 7042
bring:              0.0426% 		 3 / 7042
cake:               0.0426% 		 3 / 7042
holding:            0.0426% 		 3 / 7042
remained:           0.0426% 		 3 / 7042
expecting:          0.0426% 		 3 / 7042
dull:               0.0426% 		 3 / 7042
dears:              0.0426% 		 3 / 7042
directions:         0.0426% 		 3 / 7042
love:               0.0426% 		 3 / 7042
pattering:          0.0426% 		 3 / 7042
muttering:          0.0426% 		 3 / 7042
timid:              0.0426% 		 3 / 7042
to-day:             0.0426% 		 3 / 7042
yesterday:          0.0426% 		 3 / 7042
night:              0.0426% 		 3 / 7042
sorts:              0.0426% 		 3 / 7042
doth:               0.0426% 		 3 / 7042
crossed:            0.0426% 		 3 / 7042
hoarse:             0.0426% 		 3 / 7042
spread:             0.0426% 		 3 / 7042
gently:             0.0426% 		 3 / 7042
putting:            0.0426% 		 3 / 7042
guess:              0.0426% 		 3 / 7042
worse:              0.0426% 		 3 / 7042
slipped:            0.0426% 		 3 / 7042
notion:             0.0426% 		 3 / 7042
washing:            0.0426% 		 3 / 7042
nurse:              0.0426% 		 3 / 7042
dogs:               0.0426% 		 3 / 7042
dog:                0.0426% 		 3 / 7042
throw:              0.0426% 		 3 / 7042
passion:            0.0426% 		 3 / 7042
shore:              0.0426% 		 3 / 7042
eaglet:             0.0426% 		 3 / 7042
caucus-race:        0.0426% 		 3 / 7042
fur:                0.0426% 		 3 / 7042
sulky:              0.0426% 		 3 / 7042
crown:              0.0426% 		 3 / 7042
pressed:            0.0426% 		 3 / 7042
voices:             0.0426% 		 3 / 7042
handed:             0.0426% 		 3 / 7042
gravely:            0.0426% 		 3 / 7042
speech:             0.0426% 		 3 / 7042
cheered:            0.0426% 		 3 / 7042
grave:              0.0426% 		 3 / 7042
simply:             0.0426% 		 3 / 7042
solemn:             0.0426% 		 3 / 7042
noise:              0.0426% 		 3 / 7042
choked:             0.0426% 		 3 / 7042
whisper:            0.0426% 		 3 / 7042
sad:                0.0426% 		 3 / 7042
sighing:            0.0426% 		 3 / 7042
fury:               0.0426% 		 3 / 7042
met:                0.0426% 		 3 / 7042
attending:          0.0426% 		 3 / 7042
pleaded:            0.0426% 		 3 / 7042
easily:             0.0426% 		 3 / 7042
joined:             0.0426% 		 3 / 7042
pity:               0.0426% 		 3 / 7042
crab:               0.0426% 		 3 / 7042
venture:            0.0426% 		 3 / 7042
carefully:          0.0426% 		 3 / 7042
remarking:          0.0426% 		 3 / 7042
suit:               0.0426% 		 3 / 7042
mentioned:          0.0426% 		 3 / 7042
guessed:            0.0426% 		 3 / 7042
hunting:            0.0426% 		 3 / 7042
mistake:            0.0426% 		 3 / 7042
plate:              0.0426% 		 3 / 7042
knocking:           0.0426% 		 3 / 7042
real:               0.0426% 		 3 / 7042
floor:              0.0426% 		 3 / 7042
elbow:              0.0426% 		 3 / 7042
stopped:            0.0426% 		 3 / 7042
forgetting:         0.0426% 		 3 / 7042
crash:              0.0426% 		 3 / 7042
pat:                0.0426% 		 3 / 7042
em:                 0.0426% 		 3 / 7042
slate:              0.0426% 		 3 / 7042
master:             0.0426% 		 3 / 7042
kick:               0.0426% 		 3 / 7042
sense:              0.0426% 		 3 / 7042
moving:             0.0426% 		 3 / 7042
cakes:              0.0426% 		 3 / 7042
paw:                0.0426% 		 3 / 7042
hungry:             0.0426% 		 3 / 7042
picked:             0.0426% 		 3 / 7042
edge:               0.0426% 		 3 / 7042
folded:             0.0426% 		 3 / 7042
confusing:          0.0426% 		 3 / 7042
brought:            0.0426% 		 3 / 7042
remarks:            0.0426% 		 3 / 7042
pray:               0.0426% 		 3 / 7042
shaking:            0.0426% 		 3 / 7042
succeeded:          0.0426% 		 3 / 7042
serpents:           0.0426% 		 3 / 7042
girls:              0.0426% 		 3 / 7042
tasted:             0.0426% 		 3 / 7042
settled:            0.0426% 		 3 / 7042
pieces:             0.0426% 		 3 / 7042
nibbling:           0.0426% 		 3 / 7042
bringing:           0.0426% 		 3 / 7042
livery:             0.0426% 		 3 / 7042
considered:         0.0426% 		 3 / 7042
loudly:             0.0426% 		 3 / 7042
letter:             0.0426% 		 3 / 7042
staring:            0.0426% 		 3 / 7042
howling:            0.0426% 		 3 / 7042
instance:           0.0426% 		 3 / 7042
repeating:          0.0426% 		 3 / 7042
nursing:            0.0426% 		 3 / 7042
courage:            0.0426% 		 3 / 7042
grinned:            0.0426% 		 3 / 7042
growl:              0.0426% 		 3 / 7042
faster:             0.0426% 		 3 / 7042
advantage:          0.0426% 		 3 / 7042
boy:                0.0426% 		 3 / 7042
tossing:            0.0426% 		 3 / 7042
caught:             0.0426% 		 3 / 7042
proper:             0.0426% 		 3 / 7042
sobbing:            0.0426% 		 3 / 7042
civil:              0.0426% 		 3 / 7042
fun:                0.0426% 		 3 / 7042
breathe:            0.0426% 		 3 / 7042
butter:             0.0426% 		 3 / 7042
oclock:             0.0426% 		 3 / 7042
cautiously:         0.0426% 		 3 / 7042
music:              0.0426% 		 3 / 7042
fly:                0.0426% 		 3 / 7042
lady:               0.0426% 		 3 / 7042
lived:              0.0426% 		 3 / 7042
upset:              0.0426% 		 3 / 7042
muchness:           0.0426% 		 3 / 7042
croquet-ground:     0.0426% 		 3 / 7042
roses:              0.0426% 		 3 / 7042
beheaded:           0.0426% 		 3 / 7042
watching:           0.0426% 		 3 / 7042
checked:            0.0426% 		 3 / 7042
eager:              0.0426% 		 3 / 7042
guests:             0.0426% 		 3 / 7042
cards:              0.0426% 		 3 / 7042
unfortunate:        0.0426% 		 3 / 7042
hush:               0.0426% 		 3 / 7042
execution:          0.0426% 		 3 / 7042
hedgehogs:          0.0426% 		 3 / 7042
tucked:             0.0426% 		 3 / 7042
alive:              0.0426% 		 3 / 7042
friend:             0.0426% 		 3 / 7042
anxious:            0.0426% 		 3 / 7042
tortoise:           0.0426% 		 3 / 7042
week:               0.0426% 		 3 / 7042
advance:            0.0426% 		 3 / 7042
figure:             0.0426% 		 3 / 7042
toes:               0.0426% 		 3 / 7042
mark:               0.0426% 		 3 / 7042
snail:              0.0426% 		 3 / 7042
tails:              0.0426% 		 3 / 7042
obliged:            0.0426% 		 3 / 7042
owl:                0.0426% 		 3 / 7042
panther:            0.0426% 		 3 / 7042
trumpet:            0.0426% 		 3 / 7042
spectacles:         0.0426% 		 3 / 7042
teacup:             0.0426% 		 3 / 7042
wrote:              0.0426% 		 3 / 7042
list:               0.0426% 		 3 / 7042
fit:                0.0426% 		 3 / 7042
rabbit-hole:        0.0568% 		 4 / 7042
pictures:           0.0568% 		 4 / 7042
worth:              0.0568% 		 4 / 7042
natural:            0.0568% 		 4 / 7042
fear:               0.0568% 		 4 / 7042
managed:            0.0568% 		 4 / 7042
true:               0.0568% 		 4 / 7042
fallen:             0.0568% 		 4 / 7042
earth:              0.0568% 		 4 / 7042
sound:              0.0568% 		 4 / 7042
girl:               0.0568% 		 4 / 7042
mice:               0.0568% 		 4 / 7042
catch:              0.0568% 		 4 / 7042
bats:               0.0568% 		 4 / 7042
passage:            0.0568% 		 4 / 7042
corner:             0.0568% 		 4 / 7042
tiny:               0.0568% 		 4 / 7042
alas:               0.0568% 		 4 / 7042
led:                0.0568% 		 4 / 7042
shoulders:          0.0568% 		 4 / 7042
paper:              0.0568% 		 4 / 7042
taught:             0.0568% 		 4 / 7042
deeply:             0.0568% 		 4 / 7042
ventured:           0.0568% 		 4 / 7042
reach:              0.0568% 		 4 / 7042
sharply:            0.0568% 		 4 / 7042
severely:           0.0568% 		 4 / 7042
box:                0.0568% 		 4 / 7042
fond:               0.0568% 		 4 / 7042
person:             0.0568% 		 4 / 7042
care:               0.0568% 		 4 / 7042
boots:              0.0568% 		 4 / 7042
savage:             0.0568% 		 4 / 7042
violently:          0.0568% 		 4 / 7042
age:                0.0568% 		 4 / 7042
mabel:              0.0568% 		 4 / 7042
puzzling:           0.0568% 		 4 / 7042
capital:            0.0568% 		 4 / 7042
shrinking:          0.0568% 		 4 / 7042
escape:             0.0568% 		 4 / 7042
water:              0.0568% 		 4 / 7042
digging:            0.0568% 		 4 / 7042
french:             0.0568% 		 4 / 7042
paws:               0.0568% 		 4 / 7042
pale:               0.0568% 		 4 / 7042
animals:            0.0568% 		 4 / 7042
duck:               0.0568% 		 4 / 7042
tale:               0.0568% 		 4 / 7042
uncomfortable:      0.0568% 		 4 / 7042
argument:           0.0568% 		 4 / 7042
frowning:           0.0568% 		 4 / 7042
solemnly:           0.0568% 		 4 / 7042
confused:           0.0568% 		 4 / 7042
thimble:            0.0568% 		 4 / 7042
short:              0.0568% 		 4 / 7042
bowed:              0.0568% 		 4 / 7042
judge:              0.0568% 		 4 / 7042
breath:             0.0568% 		 4 / 7042
tongue:             0.0568% 		 4 / 7042
vanished:           0.0568% 		 4 / 7042
mary:               0.0568% 		 4 / 7042
ann:                0.0568% 		 4 / 7042
chance:             0.0568% 		 4 / 7042
answered:           0.0568% 		 4 / 7042
yer:                0.0568% 		 4 / 7042
honour:             0.0568% 		 4 / 7042
sounds:             0.0568% 		 4 / 7042
hearing:            0.0568% 		 4 / 7042
fellow:             0.0568% 		 4 / 7042
dead:               0.0568% 		 4 / 7042
doubt:              0.0568% 		 4 / 7042
lay:                0.0568% 		 4 / 7042
crowd:              0.0568% 		 4 / 7042
held:               0.0568% 		 4 / 7042
guinea-pigs:        0.0568% 		 4 / 7042
plan:               0.0568% 		 4 / 7042
difficulty:         0.0568% 		 4 / 7042
stick:              0.0568% 		 4 / 7042
grass:              0.0568% 		 4 / 7042
perfectly:          0.0568% 		 4 / 7042
questions:          0.0568% 		 4 / 7042
stuff:              0.0568% 		 4 / 7042
decidedly:          0.0568% 		 4 / 7042
thoughtfully:       0.0568% 		 4 / 7042
green:              0.0568% 		 4 / 7042
screamed:           0.0568% 		 4 / 7042
indignantly:        0.0568% 		 4 / 7042
sky:                0.0568% 		 4 / 7042
lives:              0.0568% 		 4 / 7042
fish:               0.0568% 		 4 / 7042
dish:               0.0568% 		 4 / 7042
days:               0.0568% 		 4 / 7042
kitchen:            0.0568% 		 4 / 7042
jumping:            0.0568% 		 4 / 7042
carried:            0.0568% 		 4 / 7042
hours:              0.0568% 		 4 / 7042
busily:             0.0568% 		 4 / 7042
beat:               0.0568% 		 4 / 7042
verse:              0.0568% 		 4 / 7042
creature:           0.0568% 		 4 / 7042
grunted:            0.0568% 		 4 / 7042
fast:               0.0568% 		 4 / 7042
crumbs:             0.0568% 		 4 / 7042
shoulder:           0.0568% 		 4 / 7042
twinkling:          0.0568% 		 4 / 7042
sigh:               0.0568% 		 4 / 7042
rose-tree:          0.0568% 		 4 / 7042
arches:             0.0568% 		 4 / 7042
players:            0.0568% 		 4 / 7042
quadrille:          0.0568% 		 4 / 7042
sobs:               0.0568% 		 4 / 7042
porpoise:           0.0568% 		 4 / 7042
mouths:             0.0568% 		 4 / 7042
beau:               0.0568% 		 4 / 7042
ootiful:            0.0568% 		 4 / 7042
jury-box:           0.0568% 		 4 / 7042
jurors:             0.0568% 		 4 / 7042
writing:            0.0568% 		 4 / 7042
verdict:            0.0568% 		 4 / 7042
officers:           0.0568% 		 4 / 7042
suppressed:         0.0568% 		 4 / 7042
jurymen:            0.0568% 		 4 / 7042
verses:             0.0568% 		 4 / 7042
hot:                0.071% 		 5 / 7042
sleepy:             0.071% 		 5 / 7042
curiosity:          0.071% 		 5 / 7042
passed:             0.071% 		 5 / 7042
aloud:              0.071% 		 5 / 7042
walk:               0.071% 		 5 / 7042
walking:            0.071% 		 5 / 7042
ears:               0.071% 		 5 / 7042
sadly:              0.071% 		 5 / 7042
shut:               0.071% 		 5 / 7042
simple:             0.071% 		 5 / 7042
cut:                0.071% 		 5 / 7042
finger:             0.071% 		 5 / 7042
nervous:            0.071% 		 5 / 7042
altogether:         0.071% 		 5 / 7042
remembered:         0.071% 		 5 / 7042
pair:               0.071% 		 5 / 7042
kid:                0.071% 		 5 / 7042
dropped:            0.071% 		 5 / 7042
usual:              0.071% 		 5 / 7042
morning:            0.071% 		 5 / 7042
wrong:              0.071% 		 5 / 7042
sounded:            0.071% 		 5 / 7042
strange:            0.071% 		 5 / 7042
stay:               0.071% 		 5 / 7042
sudden:             0.071% 		 5 / 7042
swam:               0.071% 		 5 / 7042
nearer:             0.071% 		 5 / 7042
speaking:           0.071% 		 5 / 7042
shrill:             0.071% 		 5 / 7042
angry:              0.071% 		 5 / 7042
crowded:            0.071% 		 5 / 7042
notice:             0.071% 		 5 / 7042
prizes:             0.071% 		 5 / 7042
pocket:             0.071% 		 5 / 7042
confusion:          0.071% 		 5 / 7042
reply:              0.071% 		 5 / 7042
finish:             0.071% 		 5 / 7042
impatiently:        0.071% 		 5 / 7042
sighed:             0.071% 		 5 / 7042
temper:             0.071% 		 5 / 7042
moved:              0.071% 		 5 / 7042
swim:               0.071% 		 5 / 7042
direction:          0.071% 		 5 / 7042
shriek:             0.071% 		 5 / 7042
drew:               0.071% 		 5 / 7042
instantly:          0.071% 		 5 / 7042
surprise:           0.071% 		 5 / 7042
height:             0.071% 		 5 / 7042
quietly:            0.071% 		 5 / 7042
hookah:             0.071% 		 5 / 7042
eggs:               0.071% 		 5 / 7042
tree:               0.071% 		 5 / 7042
ground:             0.071% 		 5 / 7042
meant:              0.071% 		 5 / 7042
waving:             0.071% 		 5 / 7042
treacle:            0.071% 		 5 / 7042
piece:              0.071% 		 5 / 7042
procession:         0.071% 		 5 / 7042
rule:               0.071% 		 5 / 7042
pack:               0.071% 		 5 / 7042
knee:               0.071% 		 5 / 7042
whispered:          0.071% 		 5 / 7042
flamingo:           0.071% 		 5 / 7042
school:             0.071% 		 5 / 7042
evening:            0.071% 		 5 / 7042
unimportant:        0.071% 		 5 / 7042
stupid:             0.0852% 		 6 / 7042
trouble:            0.0852% 		 6 / 7042
late:               0.0852% 		 6 / 7042
fell:               0.0852% 		 6 / 7042
nice:               0.0852% 		 6 / 7042
written:            0.0852% 		 6 / 7042
leaves:             0.0852% 		 6 / 7042
jumped:             0.0852% 		 6 / 7042
roof:               0.0852% 		 6 / 7042
inches:             0.0852% 		 6 / 7042
marked:             0.0852% 		 6 / 7042
forgotten:          0.0852% 		 6 / 7042
croquet:            0.0852% 		 6 / 7042
english:            0.0852% 		 6 / 7042
times:              0.0852% 		 6 / 7042
grin:               0.0852% 		 6 / 7042
understand:         0.0852% 		 6 / 7042
sentence:           0.0852% 		 6 / 7042
pardon:             0.0852% 		 6 / 7042
trembling:          0.0852% 		 6 / 7042
subject:            0.0852% 		 6 / 7042
politely:           0.0852% 		 6 / 7042
melancholy:         0.0852% 		 6 / 7042
chorus:             0.0852% 		 6 / 7042
executed:           0.0852% 		 6 / 7042
broken:             0.0852% 		 6 / 7042
chimney:            0.0852% 		 6 / 7042
write:              0.0852% 		 6 / 7042
loud:               0.0852% 		 6 / 7042
sharp:              0.0852% 		 6 / 7042
lizard:             0.0852% 		 6 / 7042
arms:               0.0852% 		 6 / 7042
father:             0.0852% 		 6 / 7042
stand:              0.0852% 		 6 / 7042
youth:              0.0852% 		 6 / 7042
sleep:              0.0852% 		 6 / 7042
sneezing:           0.0852% 		 6 / 7042
told:               0.0852% 		 6 / 7042
ear:                0.0852% 		 6 / 7042
wow:                0.0852% 		 6 / 7042
dreadfully:         0.0852% 		 6 / 7042
sing:               0.0852% 		 6 / 7042
exclaimed:          0.0852% 		 6 / 7042
bread-and-butter:   0.0852% 		 6 / 7042
executioner:        0.0852% 		 6 / 7042
adventures:         0.0852% 		 6 / 7042
tired:              0.0994% 		 7 / 7042
book:               0.0994% 		 7 / 7042
deep:               0.0994% 		 7 / 7042
fall:               0.0994% 		 7 / 7042
listen:             0.0994% 		 7 / 7042
fancy:              0.0994% 		 7 / 7042
manage:             0.0994% 		 7 / 7042
begun:              0.0994% 		 7 / 7042
dream:              0.0994% 		 7 / 7042
middle:             0.0994% 		 7 / 7042
wondering:          0.0994% 		 7 / 7042
golden:             0.0994% 		 7 / 7042
larger:             0.0994% 		 7 / 7042
bright:             0.0994% 		 7 / 7042
happened:           0.0994% 		 7 / 7042
neck:               0.0994% 		 7 / 7042
drink:              0.0994% 		 7 / 7042
feeling:            0.0994% 		 7 / 7042
eye:                0.0994% 		 7 / 7042
surprised:          0.0994% 		 7 / 7042
shoes:              0.0994% 		 7 / 7042
nonsense:           0.0994% 		 7 / 7042
sir:                0.0994% 		 7 / 7042
hair:               0.0994% 		 7 / 7042
repeat:             0.0994% 		 7 / 7042
learn:              0.0994% 		 7 / 7042
frightened:         0.0994% 		 7 / 7042
chin:               0.0994% 		 7 / 7042
history:            0.0994% 		 7 / 7042
fetch:              0.0994% 		 7 / 7042
lory:               0.0994% 		 7 / 7042
stood:              0.0994% 		 7 / 7042
grown:              0.0994% 		 7 / 7042
business:           0.0994% 		 7 / 7042
trees:              0.0994% 		 7 / 7042
puppy:              0.0994% 		 7 / 7042
draw:               0.0994% 		 7 / 7042
silent:             0.0994% 		 7 / 7042
pepper:             0.0994% 		 7 / 7042
cheshire:           0.0994% 		 7 / 7042
pleased:            0.0994% 		 7 / 7042
song:               0.0994% 		 7 / 7042
hedgehog:           0.0994% 		 7 / 7042
lobster:            0.0994% 		 7 / 7042
lobsters:           0.0994% 		 7 / 7042
soo:                0.0994% 		 7 / 7042
oop:                0.0994% 		 7 / 7042
tarts:              0.0994% 		 7 / 7042
slates:             0.0994% 		 7 / 7042
evidence:           0.0994% 		 7 / 7042
feel:               0.1136% 		 8 / 7042
watch:              0.1136% 		 8 / 7042
slowly:             0.1136% 		 8 / 7042
happen:             0.1136% 		 8 / 7042
noticed:            0.1136% 		 8 / 7042
opportunity:        0.1136% 		 8 / 7042
distance:           0.1136% 		 8 / 7042
dry:                0.1136% 		 8 / 7042
lying:              0.1136% 		 8 / 7042
ready:              0.1136% 		 8 / 7042
hard:               0.1136% 		 8 / 7042
changed:            0.1136% 		 8 / 7042
live:               0.1136% 		 8 / 7042
play:               0.1136% 		 8 / 7042
william:            0.1136% 		 8 / 7042
beg:                0.1136% 		 8 / 7042
eagerly:            0.1136% 		 8 / 7042
sit:                0.1136% 		 8 / 7042
party:              0.1136% 		 8 / 7042
meaning:            0.1136% 		 8 / 7042
running:            0.1136% 		 8 / 7042
story:              0.1136% 		 8 / 7042
window:             0.1136% 		 8 / 7042
appeared:           0.1136% 		 8 / 7042
wood:               0.1136% 		 8 / 7042
mushroom:           0.1136% 		 8 / 7042
nose:               0.1136% 		 8 / 7042
pig:                0.1136% 		 8 / 7042
asleep:             0.1136% 		 8 / 7042
hearts:             0.1136% 		 8 / 7042
twinkle:            0.1136% 		 8 / 7042
gardeners:          0.1136% 		 8 / 7042
moral:              0.1136% 		 8 / 7042
whiting:            0.1136% 		 8 / 7042
sister:             0.1278% 		 9 / 7042
coming:             0.1278% 		 9 / 7042
answer:             0.1278% 		 9 / 7042
matter:             0.1278% 		 9 / 7042
hall:               0.1278% 		 9 / 7042
glass:              0.1278% 		 9 / 7042
key:                0.1278% 		 9 / 7042
rate:               0.1278% 		 9 / 7042
waiting:            0.1278% 		 9 / 7042
leave:              0.1278% 		 9 / 7042
tail:               0.1278% 		 9 / 7042
conversation:       0.1278% 		 9 / 7042
continued:          0.1278% 		 9 / 7042
angrily:            0.1278% 		 9 / 7042
shook:              0.1278% 		 9 / 7042
reason:             0.1278% 		 9 / 7042
shouted:            0.1278% 		 9 / 7042
timidly:            0.1278% 		 9 / 7042
serpent:            0.1278% 		 9 / 7042
puzzled:            0.1278% 		 9 / 7042
interrupted:        0.1278% 		 9 / 7042
knave:              0.1278% 		 9 / 7042
sitting:            0.142% 		 10 / 7042
lessons:            0.142% 		 10 / 7042
heads:              0.142% 		 10 / 7042
word:               0.142% 		 10 / 7042
sight:              0.142% 		 10 / 7042
walked:             0.142% 		 10 / 7042
bottle:             0.142% 		 10 / 7042
children:           0.142% 		 10 / 7042
hold:               0.142% 		 10 / 7042
child:              0.142% 		 10 / 7042
foot:               0.142% 		 10 / 7042
fan:                0.142% 		 10 / 7042
queer:              0.142% 		 10 / 7042
offended:           0.142% 		 10 / 7042
birds:              0.142% 		 10 / 7042
creatures:          0.142% 		 10 / 7042
explain:            0.142% 		 10 / 7042
rest:               0.142% 		 10 / 7042
trial:              0.142% 		 10 / 7042
mouth:              0.142% 		 10 / 7042
repeated:           0.142% 		 10 / 7042
remarked:           0.142% 		 10 / 7042
remark:             0.142% 		 10 / 7042
soldiers:           0.142% 		 10 / 7042
witness:            0.142% 		 10 / 7042
mind:               0.1562% 		 11 / 7042
hurried:            0.1562% 		 11 / 7042
glad:               0.1562% 		 11 / 7042
hurry:              0.1562% 		 11 / 7042
read:               0.1562% 		 11 / 7042
waited:             0.1562% 		 11 / 7042
minutes:            0.1562% 		 11 / 7042
tears:              0.1562% 		 11 / 7042
growing:            0.1562% 		 11 / 7042
life:               0.1562% 		 11 / 7042
pool:               0.1562% 		 11 / 7042
gloves:             0.1562% 		 11 / 7042
thinking:           0.1562% 		 11 / 7042
footman:            0.1562% 		 11 / 7042
dinah:              0.1704% 		 12 / 7042
afraid:             0.1704% 		 12 / 7042
finished:           0.1704% 		 12 / 7042
deal:               0.1704% 		 12 / 7042
hands:              0.1704% 		 12 / 7042
arm:                0.1704% 		 12 / 7042
pigeon:             0.1704% 		 12 / 7042
majesty:            0.1704% 		 12 / 7042
suddenly:           0.1846% 		 13 / 7042
close:              0.1846% 		 13 / 7042
people:             0.1846% 		 13 / 7042
cats:               0.1846% 		 13 / 7042
size:               0.1846% 		 13 / 7042
game:               0.1846% 		 13 / 7042
grow:               0.1846% 		 13 / 7042
sea:                0.1846% 		 13 / 7042
dodo:               0.1846% 		 13 / 7042
beautiful:          0.1846% 		 13 / 7042
baby:               0.1846% 		 13 / 7042
cook:               0.1846% 		 13 / 7042
tea:                0.1846% 		 13 / 7042
dance:              0.1846% 		 13 / 7042
hear:               0.1988% 		 14 / 7042
air:                0.1988% 		 14 / 7042
remember:           0.1988% 		 14 / 7042
left:               0.1988% 		 14 / 7042
anxiously:          0.1988% 		 14 / 7042
set:                0.1988% 		 14 / 7042
change:             0.1988% 		 14 / 7042
suppose:            0.1988% 		 14 / 7042
talk:               0.1988% 		 14 / 7042
silence:            0.1988% 		 14 / 7042
idea:               0.213% 		 15 / 7042
speak:              0.213% 		 15 / 7042
called:             0.213% 		 15 / 7042
mad:                0.213% 		 15 / 7042
bit:                0.2272% 		 16 / 7042
garden:             0.2272% 		 16 / 7042
hastily:            0.2272% 		 16 / 7042
spoke:              0.2414% 		 17 / 7042
talking:            0.2414% 		 17 / 7042
question:           0.2414% 		 17 / 7042
sat:                0.2414% 		 17 / 7042
jury:               0.2414% 		 17 / 7042
house:              0.2556% 		 18 / 7042
eat:                0.2556% 		 18 / 7042
table:              0.2556% 		 18 / 7042
soup:               0.2556% 		 18 / 7042
court:              0.2556% 		 18 / 7042
feet:               0.2698% 		 19 / 7042
curious:            0.2698% 		 19 / 7042
sort:               0.284% 		 20 / 7042
hand:               0.284% 		 20 / 7042
cried:              0.284% 		 20 / 7042
minute:             0.2982% 		 21 / 7042
day:                0.355% 		 25 / 7042
poor:               0.3834% 		 27 / 7042
caterpillar:        0.3976% 		 28 / 7042
eyes:               0.4118% 		 29 / 7042
replied:            0.4118% 		 29 / 7042
white:              0.426% 		 30 / 7042
door:               0.426% 		 30 / 7042
heard:              0.426% 		 30 / 7042
moment:             0.4402% 		 31 / 7042
hare:               0.4402% 		 31 / 7042
march:              0.4828% 		 34 / 7042
cat:                0.5254% 		 37 / 7042
tone:               0.568% 		 40 / 7042
dormouse:           0.568% 		 40 / 7042
duchess:            0.5964% 		 42 / 7042
mouse:              0.6106% 		 43 / 7042
looked:             0.639% 		 45 / 7042
rabbit:             0.6674% 		 47 / 7042
voice:              0.6816% 		 48 / 7042
head:               0.71% 		 50 / 7042
gryphon:            0.781% 		 55 / 7042
hatter:             0.7952% 		 56 / 7042
mock:               0.7952% 		 56 / 7042
turtle:             0.8378% 		 59 / 7042
king:               0.8946% 		 63 / 7042
time:               0.9656% 		 68 / 7042
queen:              1.065% 		 75 / 7042
alice:              5.6376% 		 397 / 7042
